FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats.FighterId,CareerStats.FirstName,CareerStats.LastName,CareerStats.SigStrikesLandedPerMinute,CareerStats.SigStrikeAccuracy,CareerStats.TakedownAverage,CareerStats.SubmissionAverage,CareerStats.KnockoutPercentage,CareerStats.TechnicalKnockoutPercentage,CareerStats.DecisionPercentage,CareerStats
140000012,Ariane,Lipski,Queen of Violence,Women's Flyweight,1994-01-26T00:00:00,66.0,126.0,67.0,13.0,6.0,0.0,0.0,14.0,5.0,7.0,0.0,7.0,0.0,0.0,140000012.0,Ariane,Lipski,7.2,50.7,0.6,1.3,0.0,0.0,12.5,
140000013,Donald,Cerrone,Cowboy,Welterweight,1983-03-29T00:00:00,73.0,170.0,73.0,36.0,15.0,0.0,1.0,15.0,11.0,26.0,2.0,0.0,10.0,0.0,140000013.0,Donald,Cerrone,10.6,71.7,2.8,2.8,29.1,29.1,26.2,
140000014,Alexander,Hernandez,The Great,Lightweight,1992-10-01T00:00:00,69.0,155.0,72.0,12.0,3.0,0.0,0.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,140000014.0,Alexander,Hernandez,8.7,63.1,5.0,0.0,20.6,20.6,20.6,
140000015,Glover,Teixeira,,Light Heavyweight,1979-10-28T00:00:00,74.0,205.0,76.0,32.0,7.0,0.0,0.0,28.0,7.0,14.0,0.0,0.0,2.0,0.0,140000015.0,Glover,Teixeira,8.9,74.1,4.9,2.4,27.7,27.7,11.9,
140000016,Karl,Roberson,Baby K,Middleweight,1990-10-04T00:00:00,73.0,185.0,74.0,9.0,3.0,0.0,0.0,5.0,0.0,10.0,7.0,0.0,0.0,0.0,140000016.0,Karl,Roberson,7.2,79.8,2.4,1.8,0.0,0.0,25.7,
140000017,Paige,VanZant,12 Gauge,Women's Flyweight,1994-03-26T00:00:00,64.0,125.0,65.0,8.0,5.0,0.0,0.0,5.0,0.0,7.0,7.0,0.0,0.0,0.0,140000017.0,Paige,VanZant,8.0,80.4,3.0,2.3,23.7,23.7,11.9,
140000018,Rachael,Ostovich,,Women's Flyweight,1991-02-25T00:00:00,63.0,125.0,62.0,4.0,6.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,0.0,140000018.0,Rachael,Ostovich,6.1,66.6,4.8,1.9,0.0,0.0,0.0,
140000019,Joseph,Benavidez,,Flyweight,1984-07-31T00:00:00,64.0,125.0,65.0,28.0,7.0,0.0,0.0,12.0,5.0,14.0,2.0,0.0,12.0,0.0,140000019.0,Joseph,Benavidez,8.4,53.4,3.5,1.5,26.5,26.5,48.5,
140000020,Dustin,Ortiz,,Flyweight,1988-12-25T00:00:00,65.0,125.0,65.0,19.0,8.0,0.0,0.0,14.0,0.0,7.0,2.0,0.0,0.0,0.0,140000020.0,Dustin,Ortiz,7.0,68.9,7.2,0.2,28.6,28.6,22.9,
140000021,Yancy,Medeiros,The Kid,Lightweight,1987-09-07T00:00:00,70.0,155.0,75.5,15.0,7.0,0.0,1.0,12.0,10.0,10.0,2.0,0.0,0.0,0.0,140000021.0,Yancy,Medeiros,9.7,55.2,0.3,1.2,20.1,20.1,13.4,
140000022,Gregor,Gillespie,The Gift,Lightweight,1986-11-13T00:00:00,67.0,155.0,71.0,13.0,1.0,0.0,0.0,14.0,2.0,12.0,0.0,2.0,0.0,0.0,140000022.0,Gregor,Gillespie,8.5,76.3,10.8,2.2,33.1,33.1,11.0,
140000023,Greg,Hardy,Prince of War,Heavyweight,1988-07-28T00:00:00,77.0,266.0,80.5,7.0,3.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,140000023.0,Greg,Hardy,11.5,77.9,0.5,0.0,42.1,42.1,14.0,
140000024,Allen,Crowder,Pretty Boy,Heavyweight,1989-11-08T00:00:00,75.0,255.0,76.5,10.0,4.0,0.0,0.0,12.0,10.0,7.0,0.0,0.0,0.0,0.0,140000024.0,Allen,Crowder,7.0,78.8,4.4,2.9,0.0,0.0,0.0,
140000025,TJ,Dillashaw,,Bantamweight,1986-02-07T00:00:00,66.0,135.0,67.0,17.0,4.0,0.0,0.0,12.0,5.0,7.0,0.0,12.0,7.0,0.0,140000025.0,TJ,Dillashaw,12.8,63.6,4.0,2.3,51.5,51.5,29.4,
140000026,Henry,Cejudo,The Messenger,Bantamweight,1987-02-09T00:00:00,64.0,135.0,64.0,16.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,10.0,2.0,0.0,140000026.0,Henry,Cejudo,9.3,71.0,5.1,0.5,34.3,34.3,51.5,
140000027,Magomed,Bibulatov,Chaborz,Flyweight,1988-08-22T00:00:00,65.0,125.0,65.5,15.0,2.0,0.0,0.0,7.0,2.0,12.0,0.0,2.0,0.0,0.0,140000027.0,Magomed,Bibulatov,8.6,78.9,6.8,0.0,0.0,0.0,14.9,
140000028,Rogerio,Bontorin,,Flyweight,1992-04-25T00:00:00,65.0,125.0,67.0,16.0,2.0,0.0,1.0,7.0,0.0,17.0,2.0,0.0,0.0,0.0,140000028.0,Rogerio,Bontorin,5.5,80.5,4.2,2.5,0.0,0.0,12.5,
140000029,Ricardo,Ramos,,Featherweight,1995-08-01T00:00:00,69.0,145.0,72.0,14.0,3.0,0.0,0.0,7.0,5.0,11.0,2.0,0.0,2.0,0.0,140000029.0,Ricardo,Ramos,7.2,60.4,4.7,1.6,14.0,14.0,27.3,
140000030,Said,Nurmagomedov,,Bantamweight,1992-04-05T00:00:00,68.0,135.0,70.0,14.0,2.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,140000030.0,Said,Nurmagomedov,11.1,71.9,1.1,0.0,19.3,19.3,14.9,
140000031,Geraldo,de Freitas,The Spartan,Bantamweight,1991-09-30T00:00:00,67.0,136.0,72.0,12.0,6.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,140000031.0,Geraldo,de Freitas,8.7,80.6,7.2,0.0,0.0,0.0,13.3,
140000032,Felipe,Colares,Cabocao,Bantamweight,1994-03-31T00:00:00,68.0,135.0,69.5,9.0,2.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,140000032.0,Felipe,Colares,2.7,65.1,4.8,2.4,0.0,0.0,14.0,
140000033,Junior,Albini,Baby,Heavyweight,1991-03-15T00:00:00,75.0,265.0,74.0,14.0,6.0,0.0,0.0,14.0,5.0,14.0,7.0,0.0,0.0,0.0,140000033.0,Junior,Albini,9.5,78.9,3.7,0.0,11.9,11.9,0.0,
140000034,Jairzinho,Rozenstruik,Bigi Boy,Heavyweight,1988-03-17T00:00:00,76.0,254.0,78.0,11.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,140000034.0,Jairzinho,Rozenstruik,9.6,79.1,0.0,0.0,64.3,64.3,0.0,
140000035,Thiago,Alves,Pitbull,Welterweight,1983-10-03T00:00:00,69.0,170.0,70.0,28.0,15.0,0.0,0.0,19.0,7.0,5.0,12.0,0.0,2.0,0.0,140000035.0,Thiago,Alves,8.9,64.5,1.7,0.7,25.1,25.1,21.5,
140000036,Max,Griffin,Pain,Welterweight,1985-11-29T00:00:00,71.0,170.0,76.0,16.0,8.0,0.0,0.0,12.0,2.0,5.0,0.0,2.0,2.0,0.0,140000036.0,Max,Griffin,9.7,75.1,4.1,1.1,12.9,12.9,12.9,
140000037,Taila,Santos,,Women's Flyweight,1993-06-22T00:00:00,66.0,126.0,68.0,17.0,1.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,140000037.0,Taila,Santos,8.4,74.5,4.8,2.4,0.0,0.0,17.2,
140000038,Mara,Romero Borella,Maravilha,Women's Flyweight,1986-06-03T00:00:00,66.0,125.0,69.0,12.0,9.0,0.0,2.0,7.0,10.0,10.0,7.0,0.0,0.0,0.0,140000038.0,Mara,Romero Borella,6.1,58.6,4.4,0.5,0.0,0.0,10.4,
140000039,Markus,Perez,Maluko,Middleweight,1988-06-22T00:00:00,73.0,186.0,73.0,12.0,5.0,0.0,0.0,7.0,2.0,14.0,0.0,2.0,0.0,0.0,140000039.0,Markus,Perez,6.2,73.0,1.9,2.4,0.0,0.0,0.0,
140000040,Anthony,Hernandez,Fluffy,Middleweight,1993-10-18T00:00:00,72.0,186.0,75.0,8.0,2.0,0.0,1.0,2.0,2.0,14.0,2.0,2.0,0.0,0.0,140000040.0,Anthony,Hernandez,11.7,85.9,9.0,4.5,0.0,0.0,0.0,
140000041,Livinha,Souza,The Brazilian Gangsta,Women's Strawweight,1991-03-11T00:00:00,63.0,115.0,63.0,14.0,2.0,0.0,0.0,5.0,0.0,12.0,0.0,5.0,2.0,0.0,140000041.0,Livinha,Souza,5.2,71.9,6.2,3.1,0.0,0.0,19.3,
140000042,Sarah,Frota,A Treta,Women's Strawweight,1987-04-14T00:00:00,66.0,125.0,69.0,9.0,2.0,0.0,0.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,140000042.0,Sarah,Frota,10.8,81.4,0.0,0.0,0.0,0.0,0.0,
140000043,Johnny,Walker,,Light Heavyweight,1992-03-30T00:00:00,78.0,205.0,82.0,18.0,5.0,0.0,0.0,23.0,7.0,5.0,2.0,0.0,0.0,0.0,140000043.0,Johnny,Walker,10.5,111.9,1.0,2.9,26.9,26.9,0.0,
140000044,Justin,Ledet,El Blanco,Light Heavyweight,1988-09-28T00:00:00,76.0,205.0,80.0,9.0,4.0,0.0,1.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,140000044.0,Justin,Ledet,8.0,60.2,0.5,0.5,0.0,0.0,22.1,
140000045,Charles,Oliveira,do Bronx,Lightweight,1989-10-17T00:00:00,70.0,155.0,74.0,30.0,8.0,0.0,1.0,12.0,10.0,29.0,7.0,0.0,0.0,0.0,140000045.0,Charles,Oliveira,7.7,80.8,6.3,6.7,12.2,12.2,12.2,
140000046,David,Teymur,,Lightweight,1989-05-01T00:00:00,69.0,155.0,73.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,140000046.0,David,Teymur,11.2,66.7,2.2,0.0,30.9,30.9,46.3,
140000047,Demian,Maia,,Welterweight,1977-11-06T00:00:00,73.0,170.0,72.0,28.0,10.0,0.0,0.0,7.0,5.0,22.0,0.0,0.0,5.0,0.0,140000047.0,Demian,Maia,4.3,67.5,6.1,2.5,6.3,6.3,40.6,
140000048,Lyman,Good,Cyborg,Welterweight,1985-05-26T00:00:00,72.0,170.0,74.0,21.0,6.0,0.0,1.0,17.0,0.0,7.0,2.0,7.0,2.0,0.0,140000048.0,Lyman,Good,12.7,75.3,0.6,0.0,16.5,16.5,0.0,
140000049,Jose,Aldo,Junior,Bantamweight,1986-09-09T00:00:00,67.0,136.0,70.0,29.0,7.0,0.0,0.0,26.0,10.0,2.0,2.0,17.0,10.0,0.0,140000049.0,Jose,Aldo,8.2,69.8,1.4,0.3,47.2,47.2,34.3,
140000050,Renato,Moicano,Moicano,Featherweight,1989-05-21T00:00:00,71.0,155.0,72.0,14.0,4.0,1.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,0.0,140000050.0,Renato,Moicano,12.9,71.7,3.1,1.3,0.0,0.0,24.4,
140000051,Raphael,Assuncao,,Bantamweight,1982-07-19T00:00:00,65.0,135.0,66.0,27.0,8.0,0.0,0.0,10.0,5.0,15.0,5.0,0.0,0.0,0.0,140000051.0,Raphael,Assuncao,7.8,63.1,3.5,0.7,13.6,13.6,48.5,
140000052,Marlon,Moraes,Magic,Bantamweight,1988-04-26T00:00:00,66.0,135.0,67.0,23.0,8.0,1.0,0.0,15.0,12.0,14.0,5.0,14.0,5.0,0.0,140000052.0,Marlon,Moraes,8.1,60.3,2.4,1.0,14.9,14.9,14.9,
140000053,Wuliji,Buren,Beast Master,Bantamweight,1989-03-01T00:00:00,69.0,135.0,69.0,9.0,6.0,0.0,0.0,2.0,5.0,10.0,2.0,0.0,0.0,0.0,140000053.0,Wuliji,Buren,3.9,66.0,8.1,0.9,0.0,0.0,0.0,
140000054,Jonathan,Martinez,Dragon,Bantamweight,1994-04-20T00:00:00,68.0,145.0,70.0,13.0,3.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,140000054.0,Jonathan,Martinez,10.3,71.8,1.3,0.0,19.3,19.3,19.3,
140000055,Callan,Potter,The Rockstar,Welterweight,1984-06-09T00:00:00,72.0,170.0,72.0,18.0,9.0,0.0,0.0,14.0,12.0,15.0,10.0,0.0,0.0,0.0,140000055.0,Callan,Potter,7.6,77.9,7.8,0.0,0.0,0.0,8.8,
140000056,Jalin,Turner,The Tarantula,Lightweight,1995-05-18T00:00:00,75.0,163.0,77.0,10.0,5.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,140000056.0,Jalin,Turner,14.8,72.7,1.7,4.2,20.6,20.6,0.0,
140000057,Kyung Ho,Kang,Mr. Perfect,Bantamweight,1987-09-09T00:00:00,69.0,135.0,73.0,17.0,8.0,0.0,1.0,5.0,2.0,17.0,2.0,0.0,0.0,0.0,140000057.0,Kyung Ho,Kang,6.0,68.5,6.0,2.5,0.0,0.0,17.8,
140000058,Teruto,Ishihara,Yashabo,Bantamweight,1991-07-23T00:00:00,67.0,135.0,69.0,10.0,7.0,2.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,140000058.0,Teruto,Ishihara,7.8,69.0,1.2,0.0,15.4,15.4,11.9,
140000059,Kai,Kara-France,Don't Blink,Flyweight,1993-03-26T00:00:00,64.0,125.0,69.0,21.0,9.0,0.0,1.0,14.0,5.0,7.0,7.0,0.0,0.0,0.0,140000059.0,Kai,Kara-France,12.3,60.4,1.3,0.0,0.0,0.0,19.9,
140000060,Raulian,Paiva,,Flyweight,1995-10-17T00:00:00,68.0,129.0,69.5,20.0,3.0,0.0,0.0,10.0,2.0,7.0,2.0,0.0,0.0,0.0,140000060.0,Raulian,Paiva,10.6,67.1,0.6,0.6,10.4,10.4,10.4,
140000061,Shane,Young,Smokin',Featherweight,1993-07-31T00:00:00,68.0,145.0,72.0,13.0,5.0,0.0,0.0,14.0,2.0,10.0,0.0,0.0,0.0,0.0,140000061.0,Shane,Young,14.3,62.2,1.7,0.0,13.3,13.3,13.3,
140000062,Austin,Arnett,Golden Boy,Featherweight,1991-10-22T00:00:00,72.0,145.0,72.0,16.0,6.0,0.0,0.0,14.0,2.0,14.0,2.0,0.0,0.0,0.0,140000062.0,Austin,Arnett,10.8,63.4,1.0,0.5,0.0,0.0,10.8,
140000063,Dong Hyun,Ma,Maestro,Lightweight,1988-09-09T00:00:00,71.0,155.0,70.5,16.0,11.0,3.0,0.0,11.0,10.0,12.0,5.0,0.0,0.0,0.0,140000063.0,Dong Hyun,Ma,6.8,64.0,3.0,0.0,7.9,7.9,10.3,
140000064,Devonte,Smith,King Kage,Lightweight,1993-07-30T00:00:00,69.0,160.0,76.0,11.0,2.0,0.0,0.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,140000064.0,Devonte,Smith,13.4,85.0,1.8,1.8,23.7,23.7,0.0,
140000065,Sam,Alvey,Smile'N,Light Heavyweight,1986-05-06T00:00:00,74.0,206.0,75.5,33.0,14.0,1.0,1.0,29.0,7.0,7.0,2.0,5.0,2.0,0.0,140000065.0,Sam,Alvey,7.6,68.2,0.2,0.2,15.7,15.7,12.6,
140000066,Jimmy,Crute,,Light Heavyweight,1996-03-04T00:00:00,74.0,205.0,74.0,12.0,1.0,0.0,0.0,12.0,0.0,10.0,2.0,0.0,0.0,0.0,140000066.0,Jimmy,Crute,10.4,88.6,10.3,5.7,23.7,23.7,0.0,
140000067,Montana,De La Rosa,,Women's Flyweight,1995-02-14T00:00:00,67.0,126.0,68.0,11.0,6.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,140000067.0,Montana,De La Rosa,7.2,54.7,4.7,3.6,0.0,0.0,14.0,
140000068,Nadia,Kassem,187,Women's Flyweight,1995-11-15T00:00:00,65.0,125.0,66.0,5.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,140000068.0,Nadia,Kassem,7.5,64.8,1.1,6.6,0.0,0.0,22.1,
140000069,Rani,Yahya,,Bantamweight,1984-09-12T00:00:00,66.0,135.0,67.0,26.0,10.0,1.0,1.0,0.0,5.0,31.0,2.0,0.0,2.0,0.0,140000069.0,Rani,Yahya,3.8,57.0,6.8,4.7,0.0,0.0,20.3,
140000070,Ricky,Simon,,Featherweight,1992-08-31T00:00:00,66.0,145.0,69.0,18.0,3.0,0.0,0.0,14.0,2.0,5.0,2.0,5.0,2.0,0.0,140000070.0,Ricky,Simon,7.3,65.7,10.7,0.9,11.3,11.3,29.4,
140000071,Lando,Vannata,Groovy,Lightweight,1992-03-14T00:00:00,69.0,155.0,71.0,11.0,5.0,2.0,0.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,140000071.0,Lando,Vannata,10.9,68.0,2.7,0.9,13.3,13.3,13.3,
140000072,Marcos,Mariano,Dhalsim,Lightweight,1986-09-30T00:00:00,73.0,155.0,76.0,6.0,6.0,0.0,0.0,5.0,2.0,2.0,7.0,0.0,0.0,0.0,140000072.0,Marcos,Mariano,0.6,42.9,0.0,0.0,0.0,0.0,0.0,
140000073,Anderson,Silva,The Spider,Middleweight,1975-04-14T00:00:00,74.0,185.0,77.0,34.0,11.0,0.0,1.0,34.0,10.0,10.0,5.0,17.0,5.0,0.0,140000073.0,Anderson,Silva,7.3,95.0,1.2,1.9,63.8,63.8,26.9,
140000074,Israel,Adesanya,The Last Stylebender,Middleweight,1989-07-22T00:00:00,76.0,185.0,80.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,10.0,0.0,2.0,140000074.0,Israel,Adesanya,9.8,77.2,0.0,0.8,30.9,30.9,38.6,
140000075,Alexandra,Albu,Stitch,Women's Strawweight,1990-07-14T00:00:00,62.0,115.0,63.0,7.0,2.0,0.0,0.0,10.0,0.0,5.0,2.0,0.0,0.0,0.0,140000075.0,Alexandra,Albu,11.5,72.8,5.4,0.9,0.0,0.0,17.2,
140000076,Emily,Whitmire,Spitfire,Women's Strawweight,1991-05-24T00:00:00,65.0,115.0,63.5,4.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,140000076.0,Emily,Whitmire,6.5,47.8,2.6,1.3,0.0,0.0,19.3,
140000077,Renan,Barao,The Baron,Bantamweight,1987-01-31T00:00:00,66.0,145.0,70.0,34.0,9.0,0.0,1.0,12.0,7.0,23.0,0.0,10.0,5.0,0.0,140000077.0,Renan,Barao,9.0,56.7,3.6,1.3,10.8,10.8,14.0,
140000078,Luke,Sanders,Cool Hand,Bantamweight,1985-12-12T00:00:00,66.0,140.0,67.0,13.0,4.0,0.0,0.0,11.0,2.0,5.0,7.0,5.0,0.0,0.0,140000078.0,Luke,Sanders,14.8,79.3,0.7,0.7,18.2,18.2,14.0,
140000079,Nik,Lentz,The Carny,Featherweight,1984-08-13T00:00:00,68.0,150.0,68.0,30.0,12.0,2.0,1.0,17.0,7.0,12.0,5.0,0.0,0.0,0.0,140000079.0,Nik,Lentz,8.2,73.5,7.9,3.0,10.3,10.3,30.9,
140000080,Scott,Holtzman,Hot Sauce,Lightweight,1983-09-30T00:00:00,69.0,156.0,69.0,14.0,4.0,0.0,0.0,12.0,2.0,5.0,0.0,5.0,0.0,0.0,140000080.0,Scott,Holtzman,10.6,77.1,5.1,0.5,13.3,13.3,34.3,
140000081,Ashlee,Evans-Smith,Rebel Girl,Women's Bantamweight,1987-07-09T00:00:00,68.0,135.0,67.0,6.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,140000081.0,Ashlee,Evans-Smith,10.8,53.1,2.6,0.0,14.0,14.0,28.1,
140000082,Andrea,Lee,KGB,Women's Flyweight,1989-02-11T00:00:00,66.0,125.0,69.0,11.0,5.0,0.0,0.0,5.0,0.0,10.0,2.0,7.0,0.0,0.0,140000082.0,Andrea,Lee,13.3,75.9,4.0,1.2,0.0,0.0,29.0,
140000083,Manny,Bermudez,The Bermudez Triangle,Bantamweight,1994-07-16T00:00:00,70.0,145.0,71.5,14.0,2.0,0.0,0.0,2.0,0.0,17.0,2.0,0.0,0.0,0.0,140000083.0,Manny,Bermudez,7.0,94.8,7.3,7.3,0.0,0.0,0.0,
140000084,Benito,Lopez,Golden Boy,Bantamweight,1994-04-06T00:00:00,70.0,135.0,73.0,10.0,1.0,0.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,140000084.0,Benito,Lopez,10.7,68.3,0.0,0.7,0.0,0.0,28.1,
140000085,Jimmie,Rivera,El Terror,Bantamweight,1989-06-29T00:00:00,64.0,135.0,68.5,23.0,4.0,0.0,0.0,10.0,2.0,5.0,0.0,5.0,0.0,0.0,140000085.0,Jimmie,Rivera,9.5,64.0,2.1,0.3,8.8,8.8,34.3,
140000086,Aljamain,Sterling,Funk Master,Bantamweight,1989-07-31T00:00:00,67.0,135.0,71.0,19.0,3.0,0.0,0.0,5.0,2.0,12.0,0.0,2.0,0.0,2.0,140000086.0,Aljamain,Sterling,11.5,78.3,4.5,2.4,10.8,10.8,42.1,
140000087,Myles,Jury,Fury,Featherweight,1988-10-31T00:00:00,70.0,155.0,73.0,19.0,5.0,0.0,0.0,12.0,2.0,12.0,2.0,0.0,0.0,0.0,140000087.0,Myles,Jury,7.0,65.8,5.1,0.6,22.1,22.1,29.4,
140000088,Andre,Fili,Touchy,Featherweight,1990-06-25T00:00:00,71.0,145.0,74.0,21.0,8.0,0.0,0.0,14.0,5.0,7.0,5.0,0.0,0.0,0.0,140000088.0,Andre,Fili,8.9,56.2,6.0,0.4,16.0,16.0,31.9,
140000089,Vicente,Luque,The Silent Assassin,Welterweight,1991-11-27T00:00:00,71.0,170.0,75.5,19.0,7.0,1.0,0.0,17.0,0.0,14.0,5.0,0.0,0.0,0.0,140000089.0,Vicente,Luque,13.6,83.0,1.6,1.9,40.0,40.0,8.8,
140000090,Bryan,Barberena,Bam Bam,Welterweight,1989-05-03T00:00:00,72.0,170.0,72.5,15.0,7.0,0.0,0.0,15.0,5.0,5.0,2.0,0.0,0.0,0.0,140000090.0,Bryan,Barberena,13.1,75.3,0.5,1.1,21.1,21.1,14.0,
140000091,Alex,Caceres,Bruce Leeroy,Featherweight,1988-06-20T00:00:00,70.0,145.0,73.0,17.0,12.0,0.0,1.0,7.0,2.0,14.0,11.0,0.0,0.0,0.0,140000091.0,Alex,Caceres,9.9,77.3,1.3,1.8,0.0,0.0,41.2,
140000092,Kron,Gracie,,Featherweight,1988-07-11T00:00:00,69.0,145.0,70.0,5.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,140000092.0,Kron,Gracie,12.3,64.7,2.1,2.1,0.0,0.0,0.0,
140000093,Cortney,Casey,Cast Iron,Women's Flyweight,1987-05-05T00:00:00,67.0,125.0,67.0,9.0,8.0,0.0,0.0,7.0,0.0,10.0,5.0,0.0,0.0,0.0,140000093.0,Cortney,Casey,10.5,59.8,0.7,1.5,14.0,14.0,18.2,
140000094,Cynthia,Calvillo,,Women's Flyweight,1987-07-13T00:00:00,64.0,125.0,64.0,9.0,2.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,140000094.0,Cynthia,Calvillo,10.0,64.8,4.4,2.6,0.0,0.0,38.6,
140000095,James,Vick,The Texecutioner,Lightweight,1987-02-23T00:00:00,75.0,170.0,76.0,13.0,5.0,0.0,0.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,140000095.0,James,Vick,9.8,61.5,0.6,1.6,17.2,17.2,34.3,
140000096,Paul,Felder,The Irish Dragon,Lightweight,1984-04-25T00:00:00,71.0,156.0,70.0,17.0,6.0,0.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,140000096.0,Paul,Felder,8.8,68.9,0.7,0.5,26.9,26.9,26.9,
